longitude,latitude,StationID,Power,Quality,num_measures,Code,record_tstamp
-123.168399,49.265915,35617,-89.7571,-17.8562,1,ABD3560335617,4/12/2011 16:17
-123.134656,49.258846,31280,-69.3389,-17.5857,1,ABC3126631280,6/12/2011 16:06
-123.132908,49.267748,36557,-50.1586,-18.3751,9,ABD3654336557,2/12/2011 22:26
-123.089924,49.272245,31586,-68.722,-16.7168,2,ABC315731586,6/12/2011 17:28
-123.141995,49.272479,30338,-48.1184,-21.3369,1,ABC3032430338,4/12/2011 14:23
-123.161287,49.265712,30600,-65.9387,-11.8523,1,ABC3058630600,5/12/2011 19:31
-123.140334,49.311544,6356,-78.8552,-15.1576,1,ABD06346356,5/12/2011 20:40
-123.088534,49.272011,36175,-73.9858,-20.5233,1,ABD3616136175,4/12/2011 13:37
-123.123089,49.284878,30350,-71.6092,-10.555,1,ABC3033630350,7/12/2011 18:40
-123.141057,49.263638,32318,-66.1025,-19.1969,2,ABC3230432318,3/12/2011 13:53
-123.164735,49.262274,1476,-65.7346,-18.635,3,ABC01461476,7/12/2011 1:18
-123.104248,49.283829,43122,-71.7842,-20.7056,1,ABD4310843122,3/12/2011 14:43
-123.085428,49.282912,36976,-89.8021,-16.0765,3,ABD369636976,6/12/2011 13:28
-123.129358,49.271653,6315,-57.6188,-22.9327,1,ABD063016315,6/12/2011 16:33
-123.154604,49.270807,31605,-61.0193,-20.0723,1,ABC3159131605,6/12/2011 17:45
-123.085291,49.259826,35966,-79.1044,-17.3998,1,ABD359535966,4/12/2011 1:17
-123.096981,49.285308,30347,-61.8619,-11.097,1,ABC3033330347,7/12/2011 19:05
-123.184969,49.262541,31235,-88.1318,-19.0683,1,ABC3122131235,7/12/2011 1:00
-123.128681,49.264352,43206,-69.1614,-21.9203,1,ABD431943206,5/12/2011 21:14
-123.166086,49.272268,55945,-71.2151,-20.8425,1,ABC5593155945,5/12/2011 22:24
-123.088027,49.270769,30947,-72.4732,-17.3555,2,ABC3093330947,5/12/2011 18:27
-123.119201,49.266736,5862,-104.504,-17.3822,1,ABD058485862,7/12/2011 17:45
-123.088299,49.277457,31380,-61.5941,-20.2381,1,ABC3136631380,7/12/2011 1:41
-123.135441,49.272296,6476,-58.7436,-10.5801,2,ABD06466476,3/12/2011 13:24
-123.123028,49.273609,36917,-74.5558,-14.723,3,ABD3690336917,5/12/2011 1:40
-123.140067,49.267791,32006,-58.9164,-19.5562,2,ABC319932006,2/12/2011 23:28
-123.101059,49.260574,36586,-76.0769,-14.5882,1,ABD365736586,4/12/2011 1:54
-123.125725,49.288892,1090,-53.0675,-10.2983,3,ABC010761090,2/12/2011 22:14
-123.135411,49.280328,30235,-69.7204,-19.3647,1,ABC3022130235,1/12/2011 17:57
-123.136718,49.272097,31235,-60.0719,-17.604,1,ABC3122131235,3/12/2011 14:43
-123.104265,49.283415,35536,-53.1736,-13.8989,3,ABD35535536,6/12/2011 17:18
-123.099668,49.268602,31447,-64.3992,-19.3121,1,ABC3143331447,6/12/2011 17:18
-123.183955,49.259614,31279,-78.1795,-6.064,1,ABC3126531279,1/12/2011 17:57
-123.078422,49.260534,30900,-54.7561,-20.1816,1,ABC3088630900,8/12/2011 22:44
-123.093613,49.262511,6475,-69.6914,-14.0285,5,ABD064616475,7/12/2011 1:24
-123.112617,49.261294,37013,-83.625,-11.1787,1,ABD3699937013,7/12/2011 1:51
-123.135237,49.263545,5075,-52.3112,-22.3728,1,ABD050615075,6/12/2011 17:18
-123.162259,49.267896,1198,-72.4244,-19.677,27,ABC011841198,4/12/2011 1:19
-123.100257,49.277111,30998,-69.2814,-16.763,2,ABC3098430998,5/12/2011 17:59
-123.077538,49.279476,10215,-90.2483,-18.2726,1,ABC1020110215,5/12/2011 20:40
-123.087073,49.283112,36076,-61.7165,-10.209,1,ABD360636076,7/12/2011 1:01
-123.132138,49.282384,36611,-86.9605,-18.747,1,ABD3659736611,8/12/2011 22:25
-123.163934,49.266592,31298,-69.6068,-14.931,1,ABC3128431298,2/12/2011 18:55
-123.124145,49.264605,30946,-71.6285,-14.7085,2,ABC309330946,7/12/2011 17:34
-123.130432,49.28372,639,-63.567,-20.6721,3,ABC00625639,3/12/2011 21:49
-123.087204,49.257621,1640,-76.5954,-18.7946,1,ABC016261640,2/12/2011 19:08
-123.144249,49.270641,1079,-72.2263,-15.0407,5,ABC010651079,5/12/2011 18:46
-123.140855,49.268033,36545,-65.5897,-22.8041,1,ABD3653136545,8/12/2011 22:26
-123.15987,49.268385,36555,-58.4526,-19.7332,1,ABD3654136555,8/12/2011 22:26
-123.127794,49.296502,31697,-78.9164,-12.084,2,ABC3168331697,8/12/2011 22:25
-123.136232,49.270498,5165,-80.2503,-20.6616,1,ABD051515165,3/12/2011 13:58
-123.106977,49.264713,43117,-62.7521,-17.9279,1,ABD4310343117,2/12/2011 23:07
-123.13664,49.26074,32245,-65.7457,-22.683,2,ABC3223132245,3/12/2011 13:26
-123.118047,49.286444,1506,-74.3432,-16.4401,1,ABC01491506,7/12/2011 17:45
-123.1413,49.28414,31230,-42.3728,-6.1983,2,ABC3121631230,4/12/2011 15:58
-123.133322,49.265265,35253,-92.6586,-10.0354,1,ABD3523935253,1/12/2011 17:43
-123.088575,49.262469,1538,-52.9457,-16.7692,1,ABC015241538,4/12/2011 16:43
-123.123827,49.285357,6537,-72.6646,-9.9643,2,ABD065236537,3/12/2011 14:02
-123.148325,49.275344,40119,-70.9975,-18.8725,2,ABC4010540119,3/12/2011 13:51
-123.119993,49.260018,36492,-85.2591,-14.7602,1,ABD3647836492,3/12/2011 13:26
-123.08931,49.284923,1557,-65.5996,-13.5309,3,ABC015431557,7/12/2011 21:12
-123.080631,49.256286,6403,-88.9524,-20.9034,1,ABD063896403,7/12/2011 15:59
-123.128068,49.283926,31149,-65.8648,-18.9846,1,ABC3113531149,3/12/2011 21:50
-123.11028,49.269312,40470,-57.4656,-16.9971,3,ABC4045640470,7/12/2011 20:31
-123.131736,49.277389,36953,-119.6517,-21.464,1,ABD3693936953,5/12/2011 18:41
-123.101091,49.259816,30970,-64.4941,-17.963,2,ABC3095630970,7/12/2011 17:27
-123.113928,49.260375,5837,-87.2037,-18.5026,2,ABD058235837,7/12/2011 14:35
-123.144955,49.307406,30946,-69.6617,-16.6605,1,ABC309330946,7/12/2011 17:34
-123.179962,49.261116,31695,-34.7552,-11.1536,1,ABC3168131695,8/12/2011 22:46
-123.184655,49.258917,640,-82.9154,-19.1888,1,ABC00626640,1/12/2011 21:26
-123.157483,49.268805,31605,-63.306,-10.4949,7,ABC3159131605,1/12/2011 20:17
-123.107963,49.277024,31018,-67.2398,-20.0923,1,ABC3100431018,1/12/2011 19:52
-123.124402,49.257761,30540,-61.7976,-21.3564,2,ABC3052630540,2/12/2011 21:46
-123.158087,49.268215,50195,-87.0883,-16.1825,2,ABD5018150195,4/12/2011 16:27
-123.097491,49.28142,850,-67.8061,-15.2205,5,ABC00836850,7/12/2011 14:24
-123.139446,49.268799,290,-84.522,-16.6754,1,ABC00276290,6/12/2011 1:42
-123.091007,49.270725,36537,-60.412,-13.0728,1,ABD3652336537,1/12/2011 20:32
-123.163674,49.265749,31225,-71.0522,-18.0004,2,ABC3121131225,4/12/2011 0:13
-123.097112,49.277621,31658,-53.5859,-16.4611,1,ABC3164431658,4/12/2011 0:25
-123.143994,49.30177,30945,-65.044,-13.5653,3,ABC3093130945,4/12/2011 1:22
-123.141589,49.260819,6362,-100.65,-10.3349,1,ABD063486362,7/12/2011 19:30
-123.088992,49.284817,30978,-84.7808,-13.024,1,ABC3096430978,7/12/2011 17:44
-123.094485,49.256503,31985,-74.3803,-19.4938,3,ABC3197131985,6/12/2011 1:54
-123.132854,49.282848,36463,-86.4931,-11.7778,1,ABD3644936463,1/12/2011 21:20
-123.143573,49.292465,55945,-67.0836,-11.0106,1,ABC5593155945,5/12/2011 21:21
-123.088325,49.283885,31888,-52.8723,-9.1332,3,ABC3187431888,5/12/2011 20:46
-123.144436,49.289589,32300,-59.9739,-21.1168,2,ABC3228632300,3/12/2011 12:53
-123.170303,49.258756,10712,-70.7841,-17.9305,1,ABC1069810712,5/12/2011 22:46
-123.093399,49.282009,1435,-59.4126,-11.943,3,ABC014211435,4/12/2011 1:58
-123.143009,49.296668,1328,-79.5918,-16.3227,3,ABC013141328,4/12/2011 1:45
-123.079149,49.281386,30579,-77.5158,-19.5122,1,ABC3056530579,4/12/2011 0:28
-123.094517,49.268646,1357,-76.6753,-19.6919,1,ABC013431357,4/12/2011 0:33
-123.157355,49.272256,1357,-79.4524,-10.4157,3,ABC013431357,7/12/2011 17:43
-123.11971,49.287982,15155,-73.384,-21.0318,3,ABD1514115155,6/12/2011 1:42
-123.123289,49.288959,35412,-67.6573,-10.8254,1,ABD3539835412,3/12/2011 14:39
-123.108003,49.283152,1316,-67.4646,-19.9653,1,ABC01301316,6/12/2011 13:48
-123.124686,49.288197,30699,-72.3262,-11.2588,2,ABC3068530699,6/12/2011 13:57
-123.132191,49.285201,30917,-60.5014,-19.7284,1,ABC3090330917,6/12/2011 13:57
-123.124567,49.27823,30036,-68.8213,-15.8979,2,ABC30030036,4/12/2011 1:12
-123.125078,49.278509,31189,-54.5635,-17.6908,3,ABC3117531189,8/12/2011 22:35
-123.129645,49.278773,35437,-78.2036,-21.8783,2,ABD3542335437,5/12/2011 16:37
-123.162464,49.262382,36613,-101.4088,-20.446,1,ABD3659936613,5/12/2011 16:26
-123.141348,49.287559,36476,-75.0836,-16.9504,1,ABD364636476,5/12/2011 16:26
-123.167855,49.270146,36607,-72.5974,-22.0091,7,ABD3659336607,5/12/2011 16:37
-123.173803,49.268914,30628,-71.6835,-11.905,1,ABC3061430628,4/12/2011 16:17
-123.129576,49.293521,1076,-59.0887,-17.545,3,ABC01061076,5/12/2011 16:48
-123.081422,49.269761,35235,-78.0317,-20.1018,4,ABD3522135235,7/12/2011 19:30
-123.143889,49.291383,31537,-73.7633,-13.9101,2,ABC3152331537,2/12/2011 22:07
-123.102991,49.262283,36315,-71.1267,-15.0602,2,ABD3630136315,1/12/2011 21:11
-123.147479,49.270693,36467,-71.7189,-9.1059,2,ABD3645336467,4/12/2011 16:18
-123.114932,49.262252,5266,-104.087,-21.2474,1,ABD05255266,6/12/2011 1:25
-123.122404,49.27678,43122,-119.0158,-22.5874,1,ABD4310843122,3/12/2011 15:54
-123.100871,49.26502,6521,-84.1045,-13.7787,1,ABD065076521,1/12/2011 17:21
-123.132834,49.267727,1310,-62.5148,-14.0844,2,ABC012961310,6/12/2011 17:22
-123.13534,49.266742,36986,-106.6136,-21.1093,1,ABD369736986,5/12/2011 22:12
-123.079252,49.278105,36893,-90.162,-13.9816,1,ABD3687936893,7/12/2011 19:30
-123.121798,49.275498,36486,-55.6406,-16.7771,2,ABD364736486,3/12/2011 21:45
-123.118615,49.258791,40577,-82.7434,-16.1855,1,ABC4056340577,4/12/2011 21:25
-123.171116,49.266978,36557,-61.0699,-15.6434,19,ABD3654336557,2/12/2011 22:42
-123.089713,49.276971,36467,-74.1153,-6.2467,1,ABD3645336467,4/12/2011 16:18
-123.111101,49.259122,1356,-63.8898,-16.2633,2,ABC01341356,7/12/2011 19:31
-123.08421,49.282,36985,-73.349,-6.1889,3,ABD3697136985,6/12/2011 1:54
-123.143981,49.289292,30759,-80.3463,-12.8945,5,ABC3074530759,6/12/2011 16:55
-123.133852,49.261635,6532,-95.0926,-18.2083,1,ABD065186532,6/12/2011 16:39
-123.099713,49.279858,35032,-80.2733,-7.3347,2,ABD3501835032,6/12/2011 13:43
-123.113078,49.286087,77,-71.955,-7.3521,9,ABC0006377,6/12/2011 13:40
-123.086402,49.266169,31256,-75.0248,-12.1628,2,ABC312431256,5/12/2011 18:34
-123.168206,49.26047,36223,-90.358,-18.6467,1,ABD3620936223,1/12/2011 20:39
-123.100863,49.283214,30537,-77.8626,-20.0509,1,ABC3052330537,6/12/2011 13:39
-123.135906,49.30395,6521,-73.6818,-16.5895,1,ABD065076521,1/12/2011 17:26
-123.164558,49.267202,36953,-80.1184,-18.7497,1,ABD3693936953,4/12/2011 16:13
-123.160198,49.264855,1527,-68.8442,-13.2725,26,ABC015131527,6/12/2011 16:54
-123.098301,49.257472,30270,-50.3388,-10.6744,1,ABC3025630270,6/12/2011 13:44
-123.115869,49.274787,10707,-64.8254,-13.1709,3,ABC1069310707,7/12/2011 0:23
-123.086692,49.272689,43282,-89.7635,-14.2226,1,ABD4326843282,2/12/2011 19:16
-123.139413,49.271212,30270,-70.8641,-23.8215,1,ABC3025630270,1/12/2011 23:23
-123.175914,49.264116,6266,-57.0875,-10.7691,2,ABD06256266,1/12/2011 23:34
-123.126653,49.261677,30679,-72.2334,-20.503,1,ABC3066530679,5/12/2011 20:41
-123.13694,49.290479,6476,-76.4361,-18.2371,1,ABD06466476,2/12/2011 23:03
-123.138137,49.293551,30245,-56.962,-19.4777,1,ABC3023130245,4/12/2011 14:12
-123.167034,49.259547,10726,-59.7527,-4.3808,1,ABC107110726,5/12/2011 22:15
-123.178529,49.265955,30947,-74.2046,-12.5951,1,ABC3093330947,5/12/2011 17:36
-123.086831,49.271723,36886,-84.7569,-19.9984,1,ABD368736886,5/12/2011 20:41
-123.118003,49.258781,32276,-67.4443,-18.739,2,ABC322632276,5/12/2011 19:30
-123.134554,49.262568,31075,-75.333,-12.1788,2,ABC3106131075,3/12/2011 13:17
-123.147752,49.273788,5333,-88.9164,-22.9313,1,ABD053195333,2/12/2011 19:12
-123.078636,49.276775,31229,-67.7358,-14.7768,2,ABC3121531229,4/12/2011 15:45
-123.136361,49.295745,6277,-66.2875,-21.7278,1,ABD062636277,5/12/2011 19:26
-123.130736,49.275914,5642,-82.5601,-16.1643,1,ABD056285642,2/12/2011 22:45
-123.179971,49.260865,32007,-78.7049,-17.2112,1,ABC3199332007,7/12/2011 1:51
-123.119965,49.260773,30286,-73.7621,-9.8827,3,ABC302730286,5/12/2011 17:58
-123.093915,49.28123,36175,-69.1395,-22.8671,1,ABD3616136175,2/12/2011 19:16
-123.141473,49.289819,5285,-96.7173,-14.0789,2,ABD052715285,6/12/2011 1:33
-123.164872,49.258607,37006,-68.2097,-13.3784,3,ABD369937006,2/12/2011 23:21
-123.157454,49.269582,1510,-67.4811,-17.0878,2,ABC014961510,4/12/2011 0:32
-123.107533,49.283066,30596,-61.2013,-5.3608,1,ABC305830596,6/12/2011 20:01
-123.129163,49.267045,900,-60.2254,-23.9389,1,ABC00886900,7/12/2011 0:24
-123.127091,49.275275,40582,-86.9317,-12.6251,1,ABC4056840582,3/12/2011 1:24
-123.135715,49.291659,6357,-65.3702,-6.0595,3,ABD063436357,1/12/2011 17:59
-123.11741,49.276583,6506,-90.1086,-16.7668,1,ABD06496506,7/12/2011 19:32
-123.135687,49.277835,36985,-91.1099,-5.7849,1,ABD3697136985,3/12/2011 16:00
-123.140309,49.266898,37253,-89.8114,-20.0128,1,ABD3723937253,4/12/2011 13:57
-123.135958,49.28625,1320,-67.5149,-18.5645,10,ABC013061320,7/12/2011 14:09
-123.085931,49.258785,899,-69.7009,-16.7302,2,ABC00885899,5/12/2011 22:34
-123.109706,49.282136,36685,-70.3028,-18.7849,1,ABD3667136685,8/12/2011 22:43
-123.100037,49.26346,30436,-65.881,-20.5962,1,ABC30430436,5/12/2011 16:15
-123.116778,49.278273,823,-78.0189,-12.7459,2,ABC00809823,5/12/2011 17:03
-123.147592,49.261856,1279,-46.1541,-13.5722,3,ABC012651279,7/12/2011 17:32
-123.111135,49.282012,6276,-71.0188,-9.2572,2,ABD06266276,7/12/2011 17:34
-123.122291,49.281033,31976,-73.4563,-21.8093,1,ABC319631976,1/12/2011 21:34
-123.113431,49.273029,30978,-77.1811,-15.1329,1,ABC3096430978,7/12/2011 18:20
-123.081195,49.283083,840,-59.1505,-18.1243,1,ABC00826840,6/12/2011 20:01
-123.081245,49.261461,1506,-70.844,-10.4885,2,ABC01491506,7/12/2011 17:42
-123.131936,49.289675,60385,-78.4428,-15.6709,2,ABC6037160385,6/12/2011 13:26
-123.103812,49.280455,31456,-52.8357,-16.3929,4,ABC314431456,1/12/2011 20:19
-123.096479,49.257063,1136,-85.5577,-22.8898,1,ABC0111136,5/12/2011 22:19
-123.169267,49.26749,30619,-76.7062,-22.7051,1,ABC3060530619,5/12/2011 21:32
-123.155246,49.265244,30345,-76.8789,-16.0497,1,ABC3033130345,7/12/2011 18:44
-123.098954,49.277655,1509,-71.3322,-7.2574,2,ABC014951509,7/12/2011 17:42
-123.156973,49.270845,31595,-47.1366,-16.5688,2,ABC3158131595,4/12/2011 21:32
-123.146146,49.311889,15173,-110.2274,-21.0588,1,ABD1515915173,6/12/2011 21:39
-123.08396,49.259674,15716,-81.5213,-16.6632,2,ABD157015716,6/12/2011 23:05
-123.160273,49.25757,10730,-82.8414,-21.4273,1,ABC1071610730,6/12/2011 23:05
-123.135155,49.277765,31046,-72.856,-9.0549,3,ABC310331046,6/12/2011 20:48
-123.096116,49.26131,36615,-65.1665,-15.6657,3,ABD3660136615,7/12/2011 17:26
-123.144288,49.290251,1400,-66.2007,-8.7572,5,ABC013861400,7/12/2011 16:00
-123.171072,49.268244,445,-68.2162,-20.5872,1,ABC00431445,3/12/2011 13:05
-123.144813,49.307804,31138,-62.006,-21.0036,2,ABC3112431138,7/12/2011 1:49
-123.128317,49.289849,30500,-61.9889,-18.6011,3,ABC3048630500,4/12/2011 14:04
-123.139539,49.266924,35557,-70.8265,-17.7435,2,ABD3554335557,7/12/2011 17:42
-123.078755,49.27149,447,-53.9349,-8.0998,9,ABC00433447,3/12/2011 13:07
-123.096978,49.263944,31076,-67.1723,-22.5548,1,ABC310631076,3/12/2011 14:01
-123.080584,49.259647,15717,-70.0578,-8.336,1,ABD1570315717,6/12/2011 21:31
-123.181107,49.258862,30519,-66.5867,-7.9278,3,ABC3050530519,6/12/2011 16:11
-123.08817,49.282978,1717,-69.4197,-9.2952,2,ABC017031717,1/12/2011 17:31
-123.127745,49.271146,10729,-75.0915,-17.263,1,ABC1071510729,5/12/2011 21:30
-123.147794,49.26092,30109,-72.6245,-11.8428,3,ABC3009530109,7/12/2011 14:43
-123.109775,49.280364,31069,-59.9962,-18.742,4,ABC3105531069,4/12/2011 20:16
-123.130286,49.257354,36975,-90.2474,-20.2559,1,ABD3696136975,4/12/2011 13:48
-123.129044,49.267959,6571,-78.3598,-11.6876,1,ABD065576571,3/12/2011 0:50
-123.094665,49.277574,36133,-96.1471,-12.3337,1,ABD3611936133,7/12/2011 18:54
-123.179648,49.269738,30700,-65.1967,-15.0344,4,ABC3068630700,7/12/2011 14:24
-123.124713,49.265966,30967,-79.0219,-15.8746,3,ABC3095330967,4/12/2011 1:26
-123.110781,49.266593,5607,-81.395,-18.8629,3,ABD055935607,4/12/2011 1:21
-123.113674,49.268044,35597,-54.8284,-12.9622,1,ABD3558335597,6/12/2011 20:00
-123.116091,49.283416,1459,-82.7896,-13.5368,1,ABC014451459,5/12/2011 15:02
-123.135894,49.280105,35362,-83.3734,-18.05,1,ABD3534835362,4/12/2011 21:28
-123.14245,49.288889,1568,-64.1016,-18.947,3,ABC015541568,8/12/2011 22:49
-123.087368,49.276314,31658,-49.3828,-15.777,2,ABC3164431658,7/12/2011 20:10
-123.10068,49.269584,822,-68.9072,-23.0165,1,ABC00808822,7/12/2011 18:54
-123.138765,49.258071,31618,-66.6821,-16.1205,2,ABC3160431618,4/12/2011 1:28
-123.117397,49.275363,900,-64.6651,-5.1225,1,ABC00886900,3/12/2011 16:08
-123.137438,49.263581,1139,-78.4577,-10.1443,1,ABC011251139,5/12/2011 22:26
-123.102233,49.279269,31142,-77.5636,-19.7961,2,ABC3112831142,3/12/2011 1:00
-123.109452,49.263231,31569,-78.0841,-10.0016,3,ABC3155531569,7/12/2011 21:20
-123.158755,49.261094,31037,-77.7882,-15.8979,2,ABC3102331037,4/12/2011 1:45
-123.141112,49.272825,457,-71.106,-17.0847,1,ABC00443457,4/12/2011 14:09
-123.110259,49.276142,35253,-109.5529,-14.4601,1,ABD3523935253,7/12/2011 18:25
-123.179664,49.269285,40186,-78.5792,-17.7767,1,ABC401740186,6/12/2011 20:02
-123.102251,49.284479,5285,-96.449,-17.6495,1,ABD052715285,6/12/2011 21:42
-123.142564,49.288814,31236,-60.1325,-6.9443,3,ABC3131236,3/12/2011 14:39
-123.08836,49.271981,36076,-61.7272,-15.5431,1,ABD360636076,3/12/2011 14:39
-123.099143,49.271276,6336,-63.126,-12.0415,1,ABD0636336,2/12/2011 22:21
-123.17068,49.259604,6505,-77.9111,-12.8376,1,ABD064916505,6/12/2011 20:13
-123.150836,49.257245,40190,-70.5569,-15.1937,1,ABC4017640190,6/12/2011 20:02
-123.162166,49.265725,10140,-94.2575,-20.6691,1,ABC1012610140,6/12/2011 23:03
-123.121233,49.275148,30767,-59.6877,-10.3622,1,ABC3075330767,1/12/2011 21:55
-123.100407,49.271547,31037,-71.0523,-20.2305,1,ABC3102331037,6/12/2011 18:22
-123.133995,49.267165,15717,-95.7222,-15.6767,2,ABD1570315717,5/12/2011 21:30
-123.155801,49.264786,35416,-62.5997,-4.8437,2,ABD354035416,3/12/2011 12:46
-123.105736,49.263025,31206,-68.6969,-15.7363,2,ABC311931206,3/12/2011 0:59
-123.078746,49.270544,37251,-96.3247,-19.7311,1,ABD3723737251,3/12/2011 0:59
-123.148928,49.266354,31969,-74.1322,-22.4886,1,ABC3195531969,3/12/2011 1:03
-123.10514,49.257334,1485,-49.3651,-8.6554,3,ABC014711485,6/12/2011 16:25
-123.09372,49.279369,1556,-67.9284,-14.2511,3,ABC01541556,7/12/2011 21:09
-123.119548,49.276986,35616,-61.5195,-5.0793,1,ABD356035616,5/12/2011 21:04
-123.089495,49.281969,5255,-79.0576,-22.1779,2,ABD052415255,6/12/2011 18:22
-123.099417,49.28038,1719,-78.9168,-19.8304,1,ABC017051719,1/12/2011 18:04
-123.109425,49.26813,1508,-78.7979,-17.2602,1,ABC014941508,7/12/2011 18:25
-123.127952,49.257818,36616,-66.946,-19.4368,2,ABD366036616,6/12/2011 20:04
-123.131775,49.292225,67,-72.6895,-20.1636,1,ABC0005367,6/12/2011 20:04
-123.134353,49.281126,5285,-108.0001,-19.5828,1,ABD052715285,6/12/2011 23:03
-123.157457,49.269505,31686,-69.7028,-22.996,1,ABC316731686,7/12/2011 21:07
-123.185039,49.271313,32056,-81.6239,-16.6179,1,ABC320432056,4/12/2011 16:21
-123.079778,49.277319,5823,-53.2838,-10.9966,2,ABD058095823,7/12/2011 20:19
-123.14906,49.264678,31290,-73.9273,-15.7169,1,ABC3127631290,5/12/2011 1:41
-123.172541,49.258727,6476,-62.2456,-21.5598,1,ABD06466476,7/12/2011 1:12
-123.126405,49.273181,10725,-75.8459,-11.6311,1,ABC1071110725,6/12/2011 1:28
-123.179151,49.270306,36467,-65.2395,-8.5753,1,ABD3645336467,4/12/2011 16:18
-123.100582,49.277686,6361,-72.4989,-23.7488,1,ABD063476361,4/12/2011 16:16
-123.105834,49.263787,30556,-87.0002,-12.7554,3,ABC305430556,1/12/2011 17:56
-123.094893,49.264399,6336,-79.5337,-17.9388,8,ABD0636336,1/12/2011 22:01
-123.173492,49.265879,30620,-73.4636,-14.1865,1,ABC3060630620,4/12/2011 16:18
-123.171134,49.26841,70,-71.317,-20.9801,1,ABC0005670,5/12/2011 17:39
-123.090415,49.257917,819,-59.0067,-18.4644,4,ABC00805819,4/12/2011 0:24
-123.145205,49.291537,1356,-69.2829,-16.3696,1,ABC01341356,5/12/2011 20:42
-123.127331,49.275715,35597,-54.2055,-13.2074,1,ABD3558335597,6/12/2011 19:59
-123.091076,49.261229,55948,-65.2162,-17.019,1,ABC5593455948,5/12/2011 21:25
-123.152192,49.270768,36613,-106.3229,-22.7745,1,ABD3659936613,6/12/2011 17:30
-123.105658,49.259378,5266,-87.5726,-20.6916,1,ABD05255266,5/12/2011 21:26
-123.12857,49.291829,36616,-69.4778,-16.8526,2,ABD366036616,5/12/2011 17:39
-123.169705,49.265822,31035,-76.0395,-17.8513,1,ABC3102131035,4/12/2011 1:48
-123.15283,49.269896,31470,-81.7224,-12.809,2,ABC3145631470,4/12/2011 16:17
-123.116094,49.279992,1359,-80.309,-13.3369,2,ABC013451359,5/12/2011 20:42
-123.108264,49.281204,43526,-83.2516,-23.4982,1,ABD435143526,1/12/2011 22:00
-123.098577,49.274322,6363,-95.7209,-12.0516,1,ABD063496363,1/12/2011 17:52
-123.127849,49.28796,1346,-70.0509,-21.6914,2,ABC01331346,2/12/2011 23:32
-123.120443,49.264219,259,-39.2815,-8.4634,12,ABC00245259,4/12/2011 14:29
-123.143129,49.270616,6357,-71.9008,-12.4551,1,ABD063436357,1/12/2011 17:57
-123.096357,49.26972,30289,-69.2978,-17.6624,1,ABC3027530289,6/12/2011 20:04
-123.153614,49.304735,10709,-70.1624,-12.0438,2,ABC1069510709,6/12/2011 23:08
-123.100481,49.264594,905,-77.3011,-18.4519,1,ABC00891905,3/12/2011 16:00
-123.104941,49.261934,31226,-56.6441,-7.5323,11,ABC312131226,4/12/2011 15:46
-123.126846,49.288151,30370,-71.0084,-16.5031,2,ABC3035630370,2/12/2011 19:12
-123.179586,49.27148,1139,-66.8368,-15.2606,3,ABC011251139,5/12/2011 22:29
-123.160205,49.259372,1026,-60.0338,-16.9825,2,ABC01011026,2/12/2011 0:18
-123.125674,49.263392,37175,-62.4413,-19.4954,1,ABD3716137175,6/12/2011 19:49
-123.176015,49.261326,36287,-79.2167,-17.2077,1,ABD3627336287,2/12/2011 19:16
-123.147246,49.290925,899,-74.7182,-21.8434,1,ABC00885899,5/12/2011 22:43
-123.115539,49.273226,31079,-56.6884,-15.1739,2,ABC3106531079,4/12/2011 16:39
-123.137673,49.263584,43116,-66.2716,-14.4646,2,ABD431043116,3/12/2011 14:43
-123.142086,49.288825,1270,-67.5916,-18.3634,2,ABC012561270,6/12/2011 13:54
-123.18018,49.261561,30346,-63.0231,-14.428,5,ABC303330346,7/12/2011 18:42
-123.10748,49.262125,30350,-72.0593,-14.2803,3,ABC3033630350,7/12/2011 19:05
-123.146249,49.266311,43325,-70.1968,-11.4929,3,ABD4331143325,5/12/2011 18:00
-123.136127,49.26271,1015,-75.9547,-19.1529,1,ABC010011015,1/12/2011 21:35
-123.115093,49.267813,40356,-74.7289,-20.3419,1,ABC403440356,2/12/2011 19:33
-123.168463,49.262532,89,-56.6293,-13.3608,2,ABC0007589,2/12/2011 23:29
-123.100778,49.267241,36175,-67.382,-11.8717,58,ABD3616136175,5/12/2011 13:05
-123.153115,49.258856,43116,-77.1642,-22.5247,1,ABD431043116,4/12/2011 16:33
-123.12055,49.285984,30029,-45.1978,-7.2069,3,ABC3001530029,6/12/2011 16:32
-123.131233,49.284581,37182,-99.3799,-16.9564,1,ABD3716837182,1/12/2011 23:38
-123.140973,49.264867,30627,-72.5228,-19.4914,1,ABC3061330627,7/12/2011 17:46
-123.088271,49.265226,37057,-49.5262,-6.3822,2,ABD3704337057,3/12/2011 14:53
-123.125806,49.30203,31020,-46.3621,-5.4312,3,ABC3100631020,4/12/2011 0:08
-123.103065,49.263736,30539,-53.2919,-13.5533,3,ABC3052530539,6/12/2011 17:18
-123.132771,49.305536,1268,-63.3547,-12.5627,2,ABC012541268,1/12/2011 23:34
-123.128164,49.262465,53768,-77.5449,-19.3977,2,ABC5375453768,5/12/2011 18:00
-123.099091,49.275177,36235,-51.8807,-13.7231,3,ABD3622136235,3/12/2011 14:34
-123.174102,49.259657,36241,-68.9345,-14.6548,1,ABD3622736241,3/12/2011 14:03
-123.138539,49.293484,290,-72.5687,-14.7781,1,ABC00276290,5/12/2011 22:24
-123.097257,49.268317,40339,-76.8061,-18.5627,2,ABC4032540339,2/12/2011 20:08
